raw,reference,residual
3.9,3.893775845410623,0.006224154589376862
4.04,3.8511594202898505,0.18884057971014956
3.93,3.814643478260865,0.11535652173913524
3.65,3.784313043478256,-0.13431304347825623
3.49,3.756243478260865,-0.2662434782608649
3.81,3.7404096618357445,0.06959033816425553
3.7,3.707914975845406,-0.007914975845405792
3.69,3.671714009661832,0.018285990338168023
3.62,3.6164946859903337,0.0035053140096663604
3.51,3.564117874396131,-0.05411787439613125
3.36,3.5340405797101413,-0.17404057971014142
3.46,3.5279729468599,-0.06797294685989996
3.54,3.5179169082125568,0.022083091787443276
3.56,3.487267632850239,0.07273236714976106
3.47,3.4632888888888855,0.006711111111114665
3.44,3.4316599033816386,0.008340096618361326
3.61,3.3821043478260835,0.22789565217391639
3.35,3.302983574879223,0.04701642512077697
3.29,3.236028985507243,0.053971014492756986
3.12,3.1722144927536196,-0.052214492753619446
3.25,3.117945893719804,0.13205410628019587
3.08,3.0674840579710114,0.012515942028988647
3.13,3.003319806763282,0.12668019323671809
2.81,2.9337159420289827,-0.12371594202898262
2.65,2.8659458937198035,-0.21594589371980355
2.67,2.7967497584541037,-0.12674975845410374
2.62,2.732119806763283,-0.1121198067632827
